	diff_exp.Symbol	diff_exp.logFC	diff_exp.adj.P.Val
169	LACTB	0.348274321509514	0.00800869687847036
170	MAP1B	-0.462543388631345	0.00806230048373958
171	FARP1	0.614478438684146	0.00818119475052254
172	COTL1	0.618915545899568	0.00827409023572767
173	NA	0.277868080753786	0.00834267607508789
174	BDH1	0.464226554220735	0.00841170202522448
175	ARHGEF40	0.381914580241546	0.00846233698181203
176	BEX2	-0.862653442971744	0.00846233698181203
177	SKIL	-0.555169250126927	0.00846233698181203
178	MAML2	0.533092847855294	0.00846233698181203
179	TTC39B	0.516237170515962	0.00846233698181203
180	EFCAB12	0.484255404552689	0.00865905972240578
181	DDIT4	0.373640126142275	0.00865905972240578
182	ERBB3	0.362231936699856	0.00872714161608671
183	NA	0.554865773109926	0.00872714161608671
184	TCIM	0.520950985783615	0.00909235976645946
185	EIF2A	0.282292642009299	0.00919309301567161
186	POLR1D	0.254589868691883	0.00935371983029487
187	SORT1	0.287624522312049	0.00935371983029487
188	CEACAM1	0.45328027798469	0.00935371983029487
189	PAWR	0.635498185607802	0.00935371983029487
190	HACD2	-0.241972520641675	0.0093560486381585
191	ZNF385B	0.633107446634199	0.00969491828851762
192	KDM7A	0.818407840530031	0.00979215929636806
193	MAGI2	0.365760601937506	0.00979215929636806
194	ZBTB46	-0.354489892977132	0.00986562025977677
195	SAT1	0.454807133659923	0.00986562025977677
196	SORBS1	0.591062703952199	0.00986562025977677
197	TRIQK	0.470065225387042	0.0100083606210736
198	F11	0.665747934837815	0.010228110773416
199	MCMBP	-0.318840591075682	0.0102943195639288
200	DNAJC12	0.423233991823339	0.0102943195639288
201	NA	0.474829361862814	0.0102943195639288
202	CHRNA5	-0.567066691241424	0.0102943195639288
203	RADX	-0.58271946393813	0.0102943195639288
204	LGR4	0.331918416864492	0.0102943195639288
205	CEACAM1	0.489251002192379	0.0102943195639288
206	WIPI1	0.525530260964371	0.0103303799167239
207	NCEH1	0.367327982274449	0.0103854973500521
208	ASPM	0.50863497221489	0.0104860993089003
209	TMEM41B	-0.380942199885262	0.0106630351153348
210	SRARP	0.457533231221661	0.0106630351153348
211	HP	-0.389481871096862	0.0106630351153348
212	NA	-0.344209832385082	0.0106630351153348
213	NA	0.327862581130708	0.0108010821689166
214	SLC2A8	-0.350945836165817	0.0108178868640748
215	HEG1	0.35382288669516	0.0109002231165065
216	ABCB7	0.312227416194917	0.0113828964980844
217	RHBDL2	0.675488153801128	0.0114266098429587
218	ISM1	-0.601284633966308	0.0116304577955029
219	ZNF385B	0.662499815605834	0.0116304577955029
220	DNAJC12	0.641429069370068	0.0116304577955029
221	IRAK1	-0.329602299623034	0.0116304577955029
222	RCN1	-0.515350092356989	0.0116451254649886
223	DNAJC3	-0.332784904531943	0.0117625476202101
224	NBAS	0.324370703952827	0.0119702868424124
225	UBE2D2	-0.331244897622855	0.0119937665857338
226	BTN3A2	0.387942489420646	0.0121243536529762
227	OPTN	0.352754197502063	0.0122546463222444
228	CEACAM1	0.456601234923219	0.0122546463222444
229	HSPD1	-0.328211378773708	0.0122546463222444
230	SLC13A3	0.545637427348367	0.0122807074686869
231	ENPP1	0.598678196672586	0.0122807074686869
232	PAWR	0.446384324423719	0.0122807074686869
233	SLC2A1	0.391018379698866	0.0122807074686869
234	NEK5	-0.320987351310666	0.0123175565255566
235	TRIQK	0.515264612830642	0.0127087143581165
236	RHBDD2	-0.335715020051539	0.0127087143581165
237	FLAD1	-0.360536852861917	0.0127087143581165
238	DEGS1	-0.341550952637895	0.0129085953728521
239	SVIP	-0.431551871969969	0.0130550740783784
240	CTPS1	-0.384154016542876	0.0130768469735474
241	ATP1B3	-0.372659045800544	0.0130768469735474
242	AOX1	-0.425222494225207	0.0130974918264167
243	AURKA	0.412387314627055	0.0130974918264167
244	NCF2	-0.435428213194718	0.01312616788675
245	NA	0.339163526730685	0.0131296916197657
246	IGBP1	0.315063676585894	0.0133597766890163
247	ARID5B	0.42270048361919	0.0135133125165368
248	TRAF3	-0.32877108039842	0.0135133125165368
249	NA	0.388885429855656	0.0136481558817615
250	C12orf49	-0.315901696092011	0.0136481558817615
251	NA	-0.470724934895967	0.0136481558817615
252	LRP3	-0.287467687934143	0.0136635072882848
253	NA	0.393694111335485	0.013724885870459
254	WIPI1	0.455132430948309	0.013724885870459
255	SRSF7	-0.253477849578557	0.013724885870459
256	FARP1	0.607613090776744	0.0140901092217932
257	NA	-0.653160596788044	0.0141843174143964
258	SLC26A3	0.975548753333504	0.0142140570582016
259	KISS1R	-0.542668476261538	0.0147262699230094
260	GREB1	0.405426072349805	0.0150494947328041
261	LETMD1	0.255599185648183	0.0150844263530054
262	AUH	0.326159023750464	0.0151491783213366
263	ANGPTL1	0.732523405266753	0.0151491783213366
264	TOMM20	0.339109744578841	0.0151491783213366
265	CISD2	-0.310380816506906	0.0151491783213366
266	SERPINE2	-0.561975475437088	0.0152926219700208
267	HOGA1	0.361984402933758	0.0154700813890285
268	PIK3CD	0.273333653031552	0.0154700813890285
269	AHNAK	0.318931516218797	0.0155714028460608
270	CPA6	-0.540502402560957	0.0156452720873859
271	RHOQ	-0.467364082103891	0.0158191143485155
272	DUSP6	0.43792417693056	0.0159170333430813
273	P2RY2	-0.283656427778184	0.0163116190477161
274	SLC5A3	-0.605475352122871	0.0166682364777586
275	TES	-0.325918026815533	0.0167897571541067
276	ALAD	0.324988783018996	0.0169627326554957
277	GSPT1	-0.365076874927176	0.0169873273370423
278	CLTRN	-0.749628536259341	0.0171512134875088
279	ARHGEF3	0.301492717630221	0.0172333354459105
280	NA	-0.327768203688488	0.0172752925651774
281	RBM12	-0.378638720296451	0.0180144847424034
282	ENPP1	0.421036416194949	0.0180821907398406
283	TTC14	-0.349185462284693	0.0181115396647724
284	BROX	-0.42667412377482	0.0181115396647724
285	ACSM3	0.465361266966545	0.0181696373234547
286	CD58	-0.383682237388861	0.0181696373234547
287	GFOD1	-0.440975884840084	0.0181826165503547
288	NA	-0.393802024376742	0.0181826165503547
289	MANEAL	-0.285236031482414	0.0182247445792025
290	SPTLC3	0.649048506265251	0.0182247445792025
291	NPC1	0.452555401393312	0.0182247445792025
292	NA	-0.267309948443509	0.0182247445792025
293	FOXN2	0.340247492833276	0.0182299679749942
294	EXOG	-0.295623214791969	0.0186285035056388
295	BMP4	0.331993353627476	0.0187695552542203
296	NGEF	0.369053856386377	0.0187925363657139
297	SERPINA6	0.445876726299031	0.0190008879661153
298	MKRN1	0.579189389980512	0.0190008879661153
299	NA	0.370576435692917	0.0190934503114735
300	ZNF587B	-0.365244993061087	0.0192088911501053
301	ITGB5	0.264946706896216	0.0193179422987685
302	AREG	-0.912140950104218	0.0195129440329353
303	ZNF496	0.262644075585393	0.0195129440329353
304	MTRR	-0.307119878455735	0.0195129440329353
305	TRIM10	0.294090184595981	0.0195129440329353
306	SOAT2	0.417423765751079	0.0198529251754956
307	ITGB5	0.310333493321662	0.0199275277059467
308	ALAD	0.32537345249646	0.0199275277059467
309	TMEM33	-0.29700932671693	0.0199275277059467
310	NA	0.457327345272862	0.019962437194345
311	GPT2	0.281125401407592	0.0201489356071879
312	CHD2	0.510248587435066	0.0203380914346381
313	RGCC	0.638839398577248	0.0203380914346381
314	PDE4D	0.435302566855583	0.0205212501585918
315	LRRC8B	-0.397771859602312	0.0205212501585918
316	LPCAT1	0.366374690297599	0.0205747688779747
317	RHBDD2	-0.306079693472892	0.0206799175284191
318	C1orf122	-0.267332632850025	0.0208217998536964
319	H2AFV	-0.292042888666499	0.0210366916775214
320	PGAM5	-0.490555650952682	0.0210366916775214
321	DAB2	0.4471179973579	0.0210712045608025
322	RNASEH2B	-0.416870050344082	0.0211281170371388
323	CTNS	-0.36691301642373	0.0211281170371388
324	MMD	0.392315311772107	0.0211281170371388
325	NBPF1	-0.363858996506795	0.0211281170371388
326	CCDC18	-0.548521667052058	0.0211281170371388
327	FAM19A4	0.528322462678321	0.0211281170371388
328	SLC5A3	-0.619015350118062	0.0211281170371388
329	IGSF1	0.391312873095327	0.0211281170371388
330	ART4	0.538840756597344	0.0211281170371388
331	FUOM	-0.337021644853546	0.0211918519821067
332	ALDH1L1	0.344428445165458	0.0211979216015976
333	SLBP	-0.28750916752569	0.0211979216015976
334	TLCD2	-0.376077838434031	0.0211979216015976
335	TFDP1	-0.358406671972956	0.0211979216015976
336	SELENOT	-0.452627059558096	0.0211979216015976
337	PRR26	0.3184179676749	0.0211979216015976
338	HSPA5	-0.438378840397675	0.0212310292505289
339	NUMB	0.356819926894056	0.0212559989262695
340	VASN	0.346697634222805	0.0214130959110772
341	NA	-0.354604463753223	0.0214229024386284
342	SLC35F6	-0.410062335198779	0.0214229024386284
343	PRLR	0.444356918070483	0.0216237287119961
344	LIMA1	0.382329568521445	0.0218216821514715
345	STEAP3	-0.30772025894867	0.021934913309059
346	TUSC2	-0.266424386355172	0.021984504155158
347	NA	0.427871053079296	0.0220167455777689
348	TTYH1	-0.436471390674128	0.0220167455777689
349	ITPR2	0.405574715956578	0.0220167455777689
350	HGD	0.420710744695881	0.0220167455777689
351	ETNPPL	-0.449560343855325	0.0220167455777689
352	SPATS2L	0.42692407569872	0.0220240969382801
353	TM4SF1	0.314395497915741	0.0220240969382801
354	NA	-0.369791236444368	0.0220329291406839
355	SNRK	0.309426205416841	0.0220603847485526
356	CENPF	0.499269523461996	0.0222988555262544
357	EML4	0.590143019047728	0.0223157469506895
358	STON2	-0.413808252779444	0.0224344217991379
359	LIMA1	0.378129796125238	0.0224490144841041
360	GAS2	0.264191403325139	0.0230020600956373
361	CYP8B1	0.568276315184688	0.0230020600956373
362	DNAJA1	-0.40883078423655	0.0232302085356056
363	RNF214	0.239306855457945	0.0232577082138656
364	SH3D19	0.365435653375509	0.0232577082138656
365	DOCK4	0.317580019327288	0.0232577082138656
366	GATAD2A	-0.283699663920689	0.0232577082138656
367	ZDHHC6	-0.279357505611441	0.0233233994872521
368	PLSCR4	0.62172661361649	0.0233875300918464
369	SMIM13	-0.523287193189366	0.0233875300918464
370	DAB2	0.470668151121775	0.023450564030212
371	NPSR1-AS1	0.336643926763006	0.0235882837527108
372	LMF1	-0.502074637374562	0.0236335010280237
373	EML4	0.236387140115186	0.0237443511394307
374	N4BP2L1	0.513856282009008	0.0240231797357892
375	U2SURP	-0.404772658105671	0.0240381183759502
376	TOB1-AS1	0.452282368435776	0.0245477466663924
377	NDRG2	0.3955307142897	0.0245477466663924
378	JPT2	-0.236168604663193	0.0247642325706121
379	CYR61	0.745108034497147	0.0248144128546339
380	SLC6A4	0.340917875200895	0.0248144128546339
381	NA	-0.349311050283337	0.0248674721743092
382	CEBPD	0.284170551696871	0.0248674721743092
383	NA	-0.316145354100325	0.0248674721743092
384	SVIP	-0.389547456510807	0.0248674721743092
385	NA	-0.32783038848175	0.0248674721743092
386	DPYSL2	0.298066177486248	0.0248674721743092
387	CREBRF	0.484263545386852	0.0249741027423547
388	CAMLG	0.251327678087978	0.0250337494097867
389	DAB2	0.453754564569855	0.0250337494097867
390	FGL1	-0.39102958950356	0.0250337494097867
391	NA	-0.306439368692817	0.0251610891182515
392	NT5E	0.344064806280093	0.0251610891182515
393	NA	0.34712533982958	0.0251650304027476
394	CACYBP	-0.284262961980263	0.0251650304027476
395	PCCB	0.30090577052128	0.0252578231594854
396	RXYLT1	-0.319772018358198	0.0252578231594854
397	LCN15	1.10483907426857	0.0252578231594854
398	WARS	-0.47170586609604	0.025296020779553
399	FAM122A	-0.333596588352832	0.025296020779553
400	NRTN	-0.414783614387477	0.0253285567580692
401	ALDH4A1	0.249325316962376	0.0253285567580692
402	NA	0.252876484934449	0.0253285567580692
403	GRK3	-0.30708102542075	0.0253285567580692
404	NA	-0.352103714485219	0.0255604534855421
405	TRAK1	0.395062271782867	0.0256600687238353
406	SESTD1	0.272291037309071	0.0256891394037902
407	EPHX2	0.368361136209711	0.0258780846050787
408	NA	0.663280901953343	0.0261490925469177
409	BAZ1A	-0.364864118721538	0.0262715216934257
410	LDLRAD3	-0.458310803496253	0.0266506733722586
411	SLC2A9	0.34189678688816	0.0270401334774757
412	MYADM	0.316465208915622	0.0270401334774757
413	MOCOS	-0.497453209747163	0.0273198373086922
414	ODC1	-0.401579579130147	0.0275073384066858
415	NA	0.325515416056453	0.0275785057046226
416	SP2-AS1	-0.43821488813214	0.0277447056290081
417	PHLPP1	0.378694823842184	0.0280216321152284
418	STK17A	0.517010402161724	0.0280216321152284
419	AIMP2	-0.305183932351009	0.0281461885626734
420	HSP90AA1	-0.28924121151938	0.0281461885626734
421	WNK4	0.45315878651574	0.0281952667720825
422	CHRD	0.363941528073933	0.0281952667720825
423	TMEM178A	0.613653176248633	0.0283872281979073
424	UPP1	-0.391609809032113	0.0283872281979073
425	EIF2AK4	0.282234466229815	0.0284534372879949
426	MIS12	-0.372181174849058	0.0284534372879949
427	ABAT	0.307221520781133	0.0284534372879949
428	TTL	-0.349146347916825	0.0284534372879949
429	NDFIP1	-0.34162469726664	0.0286633030225796
430	EFNA2	-0.308972902477842	0.0287226653316488
431	NOLC1	-0.264128577697434	0.0289109615501568
432	CPED1	0.285091737034304	0.0291157460392319
433	RAB15	-0.329399676715121	0.0292097011738664
434	TMEM8A	-0.266066092429964	0.0292162484631531
435	ST6GAL1	0.296262608331954	0.0292426428558637
436	NA	-0.362751130779539	0.0297124683894174
437	NA	0.304043280959227	0.0297175600497647
438	NA	-0.537788612012307	0.029815478442893
439	ZNF326	-0.434631108889381	0.0298386797657394
440	HPX	-0.304363480711202	0.029896204263078
441	PARP9	-0.350211539436359	0.0301466010548487
442	EIF1AX	-0.309446454448075	0.0301466010548487
443	ERI1	-0.257354603414079	0.0301466010548487
444	RASSF8	-0.404851138178202	0.0301466010548487
445	TMEM250	-0.260439620336234	0.0302911201922191
446	CRYL1	0.387605396361082	0.0304810444912528
447	NUDT13	0.435780528526589	0.0304873969813809
448	B3GALNT2	-0.253736927496566	0.0310282932030561
449	SLC9A6	-0.304195161149723	0.031232762315652
450	TNFAIP3	0.314704880809245	0.0314858646747337
451	EPHA2	0.297540538476382	0.0314858646747337
452	RFWD3	-0.382600635318897	0.0317902716849855
453	BAZ1A	-0.426858867470773	0.0322986478097606
454	UBE2H	0.301636054106459	0.0323780813455018
455	ARHGEF40	0.279258331184456	0.0324716013010935
456	NOB1	0.278337114895278	0.0326251906459026
457	USP13	0.372301817139357	0.0327658360112301
458	MPZ	0.293177551185139	0.033384895995215
459	AMOTL2	0.419539921463017	0.0337720591714285
460	GNMT	0.377579003518397	0.0339577625970275
461	LINC-PINT	0.310792330830521	0.0340635537324757
462	CENPH	0.485643781508457	0.0343912250482179
463	ACSM3	0.423144212086348	0.0343912250482179
464	SPCS3	-0.313437972666744	0.034630421004472
465	TNFSF10	0.492106109201998	0.034630421004472
466	FICD	-0.440747296927856	0.0347991302080958
467	OAF	0.287544099965833	0.0347991302080958
468	RBM24	0.495972766930766	0.0347991302080958
469	NA	-0.32784633354701	0.0350246924105919
470	VSNL1	0.422664573444904	0.0350985566699335
471	LIPG	-0.561285793118342	0.0351762561403698
472	DNAJC1	-0.301608389845499	0.0354197835556241
473	C1GALT1	0.291725155413728	0.0357107088160546
474	RBBP8	-0.302071255247435	0.0363113027789819
475	CAMK2G	0.254802318524827	0.0363113027789819
476	BPHL	0.241147364556911	0.0364006605611457
477	HSPH1	-0.584707800420902	0.0364006605611457
478	C12orf49	-0.328859151662269	0.0364508536407892
479	PPP2R5C	0.274998465482409	0.0364508536407892
480	NA	-0.28499387843533	0.0364508536407892
481	SRSF6	-0.322202109377125	0.0366461429563826
482	HSDL2	0.246401404837726	0.0371880007255305
483	ALDH6A1	0.307185504081589	0.0371880007255305
484	VAPA	-0.338415236896747	0.0373186792618658
485	CBLB	0.236482439485553	0.0373186792618658
486	THBS1	-0.364051313900534	0.0373186792618658
487	EIF2AK4	0.490557612544707	0.0373234488355399
488	AGFG1	-0.23659851115563	0.0373719067198434
489	SORL1	0.405213049082318	0.0373719067198434
490	FUS	-0.331619276351617	0.0374476281186422
491	PDGFA	-0.435154883768184	0.0374476281186422
492	CYCS	-0.386544626771937	0.0374476281186422
493	CLK1	0.370984282511642	0.0374476281186422
494	GPRC5C	0.28410470943898	0.0374476281186422
495	CYCS	-0.408715106834646	0.0381185931469584
496	AGFG2	0.452839143400183	0.0381504076144876
497	RUNDC3B	-0.47761337081676	0.0385788156518047
498	HNRNPD	-0.43674819521669	0.0385836553774924
499	PDLIM1	0.270975987096075	0.0390859267210147
500	NA	-0.293893177732022	0.0397886278178507
501	SLC43A2	0.360268443154387	0.0401018064926031
502	DNAJC1	-0.257052697064569	0.0401577828760756
503	GJC1	-0.358940074200639	0.0404145202346323
504	ADAT1	-0.404848178893538	0.0408942242387143
505	MSTO1	-0.367309072200509	0.0408942242387143
506	SLC5A9	0.481298260049453	0.0413870373229804
507	GLUD1	0.274914838611693	0.0413870373229804
508	CLGN	-0.493268070548613	0.0420153743243437
509	ENDOD1	-0.346580501611237	0.0422308629753327
510	MTTP	0.411803840206042	0.0423189245452957
511	MFSD6	-0.539492329540398	0.042484528925596
512	EFCAB11	0.39089170013172	0.042484528925596
513	NA	0.456654512409239	0.0424966150980471
514	YBX3	-0.286063109294399	0.0424966150980471
515	DERL2	-0.311210558701431	0.0425359321649407
516	TCF7	-0.326207594042332	0.0425359321649407
517	CPQ	0.351689085259439	0.0425359321649407
518	LRRCC1	-0.337319292038033	0.0427366884216714
519	INPP5A	-0.22495348269611	0.0427366884216714
520	CNOT8	0.354295683177933	0.042816155530678
521	RHOQ	-0.418053849691946	0.0428270750620865
522	FN1	0.552498011031353	0.043071765330799
523	NSD3	-0.367884587027573	0.0432182633328167
524	NA	0.205992256660079	0.0432182633328167
525	EPB41L2	0.249774126182227	0.0433031216114133
526	PPP2R5C	0.300550372273512	0.0434362535282945
527	RHOQ	-0.355847439974368	0.0434575745171748
528	DUSP1	0.554929140329412	0.0434575745171748
529	ZNF597	-0.458352246992533	0.0436139886332963
530	PSIP1	-0.339191034406292	0.0436856248504152
531	NXT1	-0.281342675382547	0.0436856248504152
532	CDKN2A	-0.218525464248027	0.0438055030781601
533	NA	0.646017386203447	0.0438055030781601
534	AIMP2	-0.267079677700968	0.0440420173341649
535	CBFB	-0.337426698263967	0.0442033168909613
536	NA	-0.278706920577685	0.0444060364119228
537	EML6	-0.319455476478256	0.0445541653877202
538	TTPAL	-0.274598648323676	0.0449246956821816
539	ARRDC4	-0.753847829014184	0.0459479206085523
540	NA	0.294977109417686	0.0459479206085523
541	GMPR2	0.232110438236412	0.0459479206085523
542	NA	0.450826468878547	0.0459479206085523
543	ACER3	-0.426710427497467	0.0459479206085523
544	C8B	-0.300429707468428	0.0459966876013967
545	TTC14	-0.315731652576661	0.04601104891609
546	SLC38A2	0.205411287419167	0.0462854659540909
547	LOC100506125	-0.249107808787352	0.0464929609485409
548	CTNNBIP1	0.238323398348871	0.0468348136595826
549	SLC6A4	0.337271126926791	0.0473251346840328
550	GSTO1	0.312469624506892	0.047371184492631
551	PFDN4	0.214874421288206	0.0473780707473322
552	VARS	-0.292443753118476	0.0473780707473322
553	SRSF7	-0.332643134155655	0.0473780707473322
554	NA	-0.403120948222501	0.0473780707473322
555	WDR59	0.228650873698807	0.0473780707473322
