	diff_exp.Symbol	diff_exp.logFC	diff_exp.adj.P.Val
64	GALNT10	1.60865586329973	7.47754465608318e-13
65	EFR3B	1.99422900913823	7.47754465608318e-13
66	NA	-2.52556399804953	7.47754465608318e-13
67	MYO10	-2.61285270354634	7.47754465608318e-13
68	MFSD11	1.51766962030579	8.96709808509507e-13
69	H2AFY	1.60441803329124	9.12962915569896e-13
70	MYLIP	1.63362852629323	9.51932846132025e-13
71	C4BPB	-1.71952177599344	9.51932846132025e-13
72	F7	-1.97642595793697	9.51932846132025e-13
73	SULT2A1	-2.64217317771269	9.58152815041305e-13
74	GDPD3	-1.63137378955566	1.03656241380039e-12
75	SSUH2	-1.38898833341789	1.04427202926122e-12
76	NA	-3.07842093760292	1.11016253967064e-12
77	CRYZ	-1.72766137905403	1.14196773992515e-12
78	H2AFV	1.31407869061941	1.17708317586762e-12
79	EPCAM	-1.64173866630325	1.18147441651589e-12
80	BLM	2.37341442292412	1.29121165197272e-12
81	TIMP2	1.54322398438606	1.29121165197272e-12
82	GALNT1	1.38208038713651	1.37482419977663e-12
83	BHMT	2.36689627877367	1.41259381539279e-12
84	AKR1D1	-2.97987354671426	1.43132818787477e-12
85	HHLA3	2.7314212998321	1.43991663994802e-12
86	NAGA	1.65686541856868	1.43991663994802e-12
87	GTF3C6	-1.49570852490964	1.45140630376094e-12
88	SEMA4F	1.50661418027463	1.49540450357253e-12
89	SORBS2	-2.30967482302165	1.66119094355018e-12
90	NA	-1.80627475637745	1.66119094355018e-12
91	KYNU	-1.91937040387055	1.72860688948193e-12
92	GK	-1.90699793803524	1.72860688948193e-12
93	SVIP	1.51351365423517	1.76813263261938e-12
94	CCDC15	2.18170295202504	1.76813263261938e-12
95	NA	-1.47312959810671	1.83755270645255e-12
96	GALNT10	1.76422019984603	1.92013830309533e-12
97	IGFBP4	2.27164947804866	1.94011899331649e-12
98	NA	-2.24622885931382	1.9483058609628e-12
99	NA	-3.29261021206611	1.9483058609628e-12
100	NAGA	1.6439712252751	2.05915759981396e-12
101	SNN	1.41838322776351	2.05915759981396e-12
102	NA	1.7848903019951	2.0753572472839e-12
103	PPP1R14B	-1.20342530532532	2.07605635906074e-12
104	CBX5	2.29190328555384	2.07605635906074e-12
105	ATP5F1D	-1.3708015673876	2.12062126748829e-12
106	NRGN	2.34686159220444	2.21603243817639e-12
107	SLC38A5	-2.16200317775124	2.22910520239964e-12
108	SRSF8	-2.6090156012133	2.31940779255012e-12
109	GDE1	1.35132154512179	2.3349781891801e-12
110	CFLAR	-1.37217384958313	2.50990056087289e-12
111	GDE1	1.19013719173424	2.6594267975344e-12
112	SLC17A2	-4.12848379166587	2.83501136922915e-12
113	NAGA	1.73148857278533	2.83501136922915e-12
114	NA	1.22806457390015	3.05449889242198e-12
115	EFNB2	2.64448634904135	3.05887275100617e-12
116	TOMM34	1.44420459662	3.05887275100617e-12
117	PAG1	3.21615031573361	3.05887275100617e-12
118	FHL1	2.00751862688139	3.05887275100617e-12
119	NA	1.18679220262119	3.1437558484044e-12
120	C2	-2.2427759924302	3.25663560876858e-12
121	ELOVL4	2.05820905575238	3.29175176511326e-12
122	CCND3	1.39191756447906	3.37016427811593e-12
123	CNNM4	1.80048129811804	3.4088382802054e-12
124	TMEM8B	1.1080604316812	3.53779713126787e-12
125	SVIP	1.4709219473598	3.5923888839062e-12
126	LOC100506100	2.33316200273448	3.89152493017143e-12
127	DSCC1	2.28350550043749	4.03033280287586e-12
128	ITPRID2	1.4564148858914	4.03033280287586e-12
129	PGM2L1	1.50304066943418	4.10111158753766e-12
130	NANOS1	2.30673300060833	4.31599050916549e-12
131	ZBTB2	-1.70354997125484	4.39348927308659e-12
132	NA	-1.53507859815544	4.62735562378431e-12
133	MYO1D	1.72690820841402	4.77648970772092e-12
134	STXBP1	2.03907839010995	4.7786802953755e-12
135	CD47	2.11314813979832	4.8311326687613e-12
136	NA	1.26880291088447	5.04163859650355e-12
137	FIGNL1	2.35792906938905	5.11733884830046e-12
138	ENDOD1	1.60554742819917	5.22774177315909e-12
139	MALAT1	1.64766132429634	5.69894209279778e-12
140	NA	-2.34633811287143	6.01575861954812e-12
141	HYAL2	1.03475923868464	6.04784479773407e-12
142	TWSG1	1.35062670360548	6.52876076775597e-12
143	ABCB9	1.34724787896838	6.52876076775597e-12
144	GUSB	1.52649627478105	6.52876076775597e-12
145	SYNE2	2.03405004753928	6.52876076775597e-12
146	GBP2	1.75177647763664	6.65357330941909e-12
147	SORBS2	-1.88563321216145	6.98383014337875e-12
148	NA	-1.33371718734432	7.21863533300413e-12
149	PEA15	1.19693584982057	7.25366445914027e-12
150	ENPP3	-2.12021495362752	7.35594501675282e-12
151	TUBB6	1.57025887350262	8.19019513988370e-12
152	CMC4	1.21888619447959	8.60650459968046e-12
153	FERMT1	-1.4423172736338	8.84120856561076e-12
154	ACVR1C	1.86427225356071	8.88566094075737e-12
155	MYD88	-1.41405917486026	8.88566094075737e-12
156	TENT5A	1.38290537213436	9.20717875596432e-12
157	APOF	-2.06776122220812	9.42145014256529e-12
158	PROC	-1.25091088349181	9.42145014256529e-12
159	ATP8A1	1.58481403690469	9.42145014256529e-12
160	ACTA2	1.43047982026455	9.95893847347213e-12
161	CCNE2	2.72526938043104	9.95893847347213e-12
162	TBC1D16	1.1895547186112	1.00088090785e-11
163	TMEM251	1.11660197964389	1.00088090785e-11
164	TMEM39A	-1.14985133904675	1.01992071158395e-11
165	NA	1.37950108227189	1.07134859261849e-11
166	SLC40A1	1.50684729249637	1.14066606912768e-11
167	PALMD	-2.17670081117937	1.14066606912768e-11
168	TFR2	-1.59534865623392	1.14714363977274e-11
169	SGK2	-1.75735196387861	1.14714363977274e-11
170	GPAM	-3.15616126202566	1.14714363977274e-11
171	C1orf43	-2.03856509552752	1.14714363977274e-11
172	PPL	1.72632233226521	1.14714363977274e-11
173	SULT2A1	-2.14321219038528	1.17412148041323e-11
174	ZWILCH	1.87648167223138	1.18001446098085e-11
175	NA	-1.60406815325314	1.25744223453705e-11
176	BACE1	1.67005255700711	1.25744223453705e-11
177	PQLC3	2.48377686373094	1.25744223453705e-11
178	NA	1.25475641823829	1.25744223453705e-11
179	CCDC15	2.6745874980666	1.25744223453705e-11
180	NA	-1.99840813272531	1.25797376644212e-11
181	CPN1	-1.58283835237282	1.25797376644212e-11
182	NA	1.11830359909536	1.28937313346944e-11
183	CHEK2	1.80594191959525	1.3101418935131e-11
184	CLN5	1.28658835984519	1.3101418935131e-11
185	CA5A	-1.43898183523529	1.33151781314618e-11
186	SYNM	1.51797865559057	1.34000846191283e-11
187	YPEL1	1.71862959391911	1.36790311475674e-11
188	NT5E	-1.74427006421554	1.39406830695203e-11
189	SESN3	2.4326245166701	1.4145307128733e-11
190	PPRC1	-1.49481767472194	1.44625036544838e-11
191	MCM10	2.64554641235859	1.53376815721823e-11
192	DNAJC12	-1.66776565334517	1.57223243715212e-11
193	FERMT1	-1.76275835471672	1.59682198009932e-11
194	CCL20	-2.11219796322019	1.64553924296421e-11
195	CHAC2	1.48952850597941	1.65634286659496e-11
196	IDS	1.36387852589937	1.67713571939834e-11
197	AP1S2	1.35744528217992	1.82664239883086e-11
198	POLQ	2.2405047672226	1.82664239883086e-11
199	TBC1D2B	1.28739112351642	1.8270876636768e-11
200	CMC4	1.18654959836346	1.8270876636768e-11
201	B3GAT3	1.41386354465244	1.84909667992126e-11
202	DDB2	1.70507253019822	1.86757326243542e-11
203	DDC	-1.85743476906082	1.91521768410107e-11
204	TCFL5	1.08004907053452	1.92102215204279e-11
205	AP2S1	0.979759513750708	2.07162571336451e-11
206	FERMT1	-1.68011416609896	2.08207753133866e-11
207	LRRC41	-1.30898489735918	2.09426150933337e-11
208	GPR137B	1.87818942515735	2.13664222415719e-11
209	MYBL1	3.15969509724514	2.17564178664318e-11
210	GPAM	-2.61862091833738	2.21958338144824e-11
211	NA	-2.24526774978818	2.28549189423679e-11
212	WDR74	-1.27857925370892	2.38152298053578e-11
213	RFLNB	1.44916053854004	2.44581184210733e-11
214	BTG2	1.25146060459749	2.45046226803312e-11
215	NA	-1.85034038851106	2.45584070895138e-11
216	ZMYND8	-1.13011028988522	2.4743329971801e-11
217	AJUBA	-1.30826110896208	2.4743329971801e-11
218	DNAJC9	1.25754771476734	2.54068275635864e-11
219	CENPH	1.92530137577098	2.58170847674224e-11
220	IPO4	-1.27927548385272	2.6171085952836e-11
221	C18orf54	2.52199383677555	2.6438951281635e-11
222	GAS2	-1.30095219946339	2.70446528877687e-11
223	SKAP2	1.12834318233349	2.79313410511122e-11
224	NUDT7	1.50564149118879	2.79804148813065e-11
225	ZMYND8	-1.20382645312601	2.82590100192198e-11
226	ASB16-AS1	1.35535421738751	2.84605482749829e-11
227	SCARB2	0.939641922676156	2.85215998432071e-11
228	LINC01578	-1.26045070696155	2.92768378318145e-11
229	LAMP2	1.1663625673781	2.93784580559294e-11
230	NA	-1.19029529280272	2.94051032463143e-11
231	STOX1	1.7661307320166	2.94051032463143e-11
232	IQGAP1	1.09887686626741	3.01532417451954e-11
233	STAP2	-1.26568496496965	3.02234125061766e-11
234	OSGEPL1	1.34640750817818	3.06691851590333e-11
235	NMB	1.17382220123279	3.06691851590333e-11
236	GLRB	2.43102427504858	3.14004928174915e-11
237	MTTP	-1.82247311768031	3.15632567292507e-11
238	SAMHD1	1.34295150700115	3.1775003588707e-11
239	RCHY1	-1.1361721877238	3.22784281298361e-11
240	SPC24	1.64498834812499	3.22936079440271e-11
241	SLC5A9	-2.27573647370284	3.22936079440271e-11
242	CDR2L	1.83549752913746	3.22936079440271e-11
243	GPRC5B	1.77921637685412	3.22936079440271e-11
244	RFESD	1.77227294539127	3.23509913187416e-11
245	HNRNPDL	-1.27356788367695	3.23509913187416e-11
246	IL1RN	-1.84093119453784	3.26252858995207e-11
247	CEP19	2.12744355168751	3.28637299954949e-11
248	MAGI2-AS3	-2.33156195608602	3.30267019184283e-11
249	RNASEH2C	1.18393554046079	3.38677335282904e-11
250	SMIM29	1.46187380991378	3.38677335282904e-11
251	ADH4	-2.072159982441	3.46160381563875e-11
252	PRRT3-AS1	-1.56760617542044	3.46160381563875e-11
253	GLT8D1	-1.07848573241115	3.51067360914255e-11
254	ZCCHC24	1.57820125581492	3.51067360914255e-11
255	SULF2	1.60146069945614	3.51067360914255e-11
256	CDT1	2.25452696371416	3.51067360914255e-11
257	SKAP2	1.23699527224882	3.5806853711092e-11
258	BTG3	1.21410316128178	3.5806853711092e-11
259	IQGAP2	-1.04878896317946	3.64972458443376e-11
260	MSL1	-1.15737015154177	3.91595500578604e-11
261	NA	1.24971185897152	3.91758898263194e-11
262	TMEM116	1.17684374535656	3.92686072429839e-11
263	CYB5D2	1.31490945225205	3.97332166085081e-11
264	GLT8D1	-1.34338746179052	3.99201353987196e-11
265	KREMEN1	1.08013477210004	4.00201949398737e-11
266	LUZP1	0.970548448686569	4.0366792834159e-11
267	SGCB	1.10067030678519	4.05323968884646e-11
268	TFR2	-1.04101782601123	4.06972927326736e-11
269	SERPINH1	-1.87238452443305	4.09108431765986e-11
270	ARL15	1.33243587044342	4.10437970900699e-11
271	STC2	-1.59592957287926	4.47375034717168e-11
272	CHST13	-1.26160761810521	4.48173915485214e-11
273	SULF2	1.52678744570863	4.48173915485214e-11
274	PRADC1	1.81618416403362	4.49249720224427e-11
275	MAPK13	-1.32269459421285	4.54217378748118e-11
276	BACE1	1.49802026351614	4.5865545556602e-11
277	S1PR3	2.10993868567212	4.64987338308918e-11
278	PIGK	1.44882416935672	4.69596026546789e-11
279	SRSF8	-1.55589415239176	4.70339934623067e-11
280	MYLIP	1.16527764621483	4.75222155908933e-11
281	SRD5A1	1.60112081268637	4.95033797010192e-11
282	HEXIM1	0.942937065640805	5.06105202048731e-11
283	FAM234A	1.17265493904319	5.12395532506315e-11
284	CEP128	2.51315208752529	5.25102871102267e-11
285	CDKN3	1.75826398305118	5.25102871102267e-11
286	SLC2A9	-1.67738255732104	5.28224730043348e-11
287	ZCCHC24	1.71195030122279	5.68829838069977e-11
288	LRRC41	-1.17246734418429	5.70436534509196e-11
289	DNMT3A	-1.16795969587834	5.77863203066917e-11
290	FEN1	1.83002378094817	5.87184340927295e-11
291	ACYP1	1.69006219583693	5.88500502560927e-11
292	ATP10D	1.90624566056454	6.02535825738898e-11
293	FAM19A5	-1.56711606291225	6.04223226088288e-11
294	NA	1.33854221600461	6.11266643638675e-11
295	TIMP2	1.28565913291383	6.16310415896925e-11
296	STK17B	1.3360099609607	6.16310415896925e-11
297	PUS10	-2.40085304094313	6.16310415896925e-11
298	TXNDC15	-1.43830197405576	6.23327341211167e-11
299	RFLNB	1.69565410898888	6.29472039691617e-11
300	IL32	-1.37988123253183	6.2959168859114e-11
301	POU2AF1	-1.9258977344719	6.31337163630781e-11
302	GLA	1.88882956613813	6.55750719008812e-11
303	NA	1.69431766197021	6.66194771424468e-11
304	GINS3	1.45308511244538	6.67988399438233e-11
305	DCAF11	-0.967636539849145	6.82348715331553e-11
306	PDZK1	-2.4788367729596	7.09685324170224e-11
307	HKDC1	-1.51880946730101	7.22930182538212e-11
308	FTCD	-1.31012030336256	7.22930182538212e-11
309	BRCA1	2.91337075538787	7.29797374757575e-11
310	RPS6KA3	-1.67874064938563	7.31246523289164e-11
311	KANK2	1.51473851901714	7.37489670247554e-11
312	RNFT2	1.36291359013197	7.45059175415211e-11
313	RADX	1.65767961532996	7.57214334969953e-11
314	PSPH	-1.29741908259668	7.61465943833976e-11
315	EME1	1.32071981664984	7.88588941672579e-11
316	ZBED3	-1.43207994481189	7.98043736468034e-11
317	GLIPR2	2.02308575238342	8.00935227599087e-11
318	H2AFJ	1.10471340542499	8.00935227599087e-11
319	RMI2	2.5937443531876	8.19003271904937e-11
320	GXYLT2	1.64976964373543	8.20089499785122e-11
321	DCXR	1.0426251550743	8.40901511060812e-11
322	DYNLT1	0.975672662383424	8.92037816629153e-11
323	CREG1	1.11636490105751	8.96299847936375e-11
324	PIGX	1.30842062925007	9.01635050093514e-11
325	CDKN3	1.73228388441302	9.18241708953229e-11
326	NPC2	1.11078893395668	9.22582318387858e-11
327	LAGE3	1.34983503079021	9.39556909948207e-11
328	TGM2	1.5618288197785	9.44356884393412e-11
329	ACADSB	-0.993329278852051	9.50148841536924e-11
330	CSRP2	1.90102629238313	9.61316229476008e-11
331	ARL3	1.40308578703535	9.6549051491012e-11
332	NA	1.09558297632828	1.04742462199351e-10
333	PUS10	-2.4283883996204	1.04742462199351e-10
334	VARS	-1.24804789085425	1.09381799866741e-10
335	ART4	-2.55135724337646	1.09381799866741e-10
336	PDIA3	-1.2042131112977	1.10722924821663e-10
337	KITLG	2.192225982046	1.11052159188238e-10
338	PCK1	-1.99412907552381	1.11057029732549e-10
339	NA	-2.42207229415504	1.11483621742821e-10
340	NA	2.45992811284103	1.1183773618738e-10
341	AP2S1	1.05462905712977	1.1183773618738e-10
342	INHBE	-2.84245499621305	1.13130311269962e-10
343	CASP8AP2	1.28680346028743	1.13130311269962e-10
344	C18orf54	1.85679554195389	1.14827663857462e-10
345	CARHSP1	0.970032247049584	1.16834837031718e-10
346	MFGE8	1.21048824408273	1.2124277261219e-10
347	PCYOX1L	2.03273233228219	1.2124277261219e-10
348	RBM7	-1.25119588418073	1.23270291130605e-10
349	TNFAIP3	-1.10862007958879	1.24940246326889e-10
350	LAMP2	1.07314650321456	1.24940246326889e-10
351	CRYM	1.31860704675048	1.2816257618487e-10
352	NA	1.46655136688391	1.2816257618487e-10
353	CENPU	2.8601609167222	1.28409387461995e-10
354	SLC7A9	-1.55660291811572	1.28973568145203e-10
355	PPDPF	1.19307587828045	1.28973568145203e-10
356	CSTA	2.45275140501901	1.28973568145203e-10
357	SERTAD1	1.36602857423565	1.28973568145203e-10
358	RPS6KA3	-1.5178923562792	1.33272332904627e-10
359	NA	1.48626020604434	1.33272332904627e-10
360	LY6E	1.5230471267363	1.33465147722171e-10
361	CYGB	1.70307586872077	1.36905356551753e-10
362	ABCG2	-1.20515326530726	1.36905356551753e-10
363	BICDL1	1.23232891139085	1.3726171156816e-10
364	NA	1.36574859052994	1.43429078183682e-10
365	MAFB	2.31078371470338	1.45483393643384e-10
366	CENPX	0.942640355179593	1.47658739558447e-10
367	FZD1	1.36149852648947	1.49893134757868e-10
368	MYLIP	1.28420952655533	1.49893134757868e-10
369	CFI	-1.5688763294966	1.52564729545494e-10
370	SFR1	1.637154648587	1.54904726734238e-10
371	ATP6AP2	0.922689759105356	1.60289473904149e-10
372	NA	-1.55649837243427	1.60289473904149e-10
373	NKX3-1	1.1676675375747	1.60289473904149e-10
374	PIP4K2A	1.10656947962505	1.61086286954422e-10
375	ASF1B	2.14087264814141	1.61299229137446e-10
376	PLAC1	1.37795585105227	1.61601833130315e-10
377	GJC1	1.38538657275849	1.62610288957443e-10
378	RMI1	1.02325345978757	1.64829751875351e-10
379	HAL	-2.55925732488106	1.65039629515389e-10
380	CHDH	-0.854578055992468	1.67993716277868e-10
381	VSIR	1.38454740808889	1.67993716277868e-10
382	CDC25B	1.3422813030924	1.67993716277868e-10
383	NA	-0.891244672709804	1.67993716277868e-10
384	NAV2	-1.8184351156508	1.7178826424695e-10
385	STRADA	0.934342742497539	1.7178826424695e-10
386	ARHGEF40	-0.919323233911808	1.7178826424695e-10
387	GLUD1	-1.24070934386779	1.72449849198393e-10
388	CBX5	2.14557073083931	1.72588626710705e-10
389	IL1RN	-1.74908314647929	1.7861482240609e-10
390	RBM3	-1.81670494641788	1.83816473137015e-10
391	NA	1.04097695972819	1.88522797825701e-10
392	A1CF	-1.17595624822336	1.88522797825701e-10
393	RFESD	2.03676237062467	1.91539963001984e-10
394	SUSD6	1.06619625867884	1.92254442958538e-10
395	FTCD	-1.17378697464112	1.92254442958538e-10
396	MX2	-0.939957144764477	1.93095479388032e-10
397	LGMN	1.21712064532135	1.95788947578162e-10
398	AKR1A1	-0.961773871845069	1.96070562880662e-10
399	ARHGEF3	1.17146440166465	1.97706986036598e-10
400	TK1	2.74468994360293	1.97706986036598e-10
401	NQO1	-1.23110412498071	1.98220700726907e-10
402	F11	-0.925659393652312	2.01219220562236e-10
403	ORMDL2	1.15741119609948	2.01416147524591e-10
404	NABP1	1.70226088251286	2.03893036436205e-10
405	REEP1	2.13156788717816	2.05429746378557e-10
406	ECPAS	-1.01304897084319	2.06063809143597e-10
407	DIP2B	-1.1391109179195	2.06063809143597e-10
408	FAM102B	1.78251478828466	2.06063809143597e-10
409	NT5E	-1.85027591832108	2.08160475662425e-10
410	TSPAN33	0.941704741320777	2.08160475662425e-10
411	TK1	2.79182470725363	2.08160475662425e-10
412	DEGS1	0.874691089429293	2.08953359949023e-10
413	IGFBP3	2.77207238229796	2.10874376466676e-10
414	AP2S1	0.924479296739768	2.10943996309126e-10
415	ITPR1-DT	1.34552405340818	2.11498236534949e-10
416	ICAM3	-1.3725198729719	2.16097737719637e-10
417	HAL	-1.86081488348135	2.16097737719637e-10
418	ERV3-2	-2.67829758053868	2.16361778305375e-10
419	GALNT1	1.10303112618925	2.19443236371355e-10
420	STRADA	0.981891530164082	2.24345292333045e-10
421	NA	1.45093619435742	2.25545091002709e-10
422	BTG3	1.16788226188819	2.25702716275404e-10
423	UTP25	-1.27674153566253	2.28908743226312e-10
424	NA	1.16235313508894	2.29951203856913e-10
425	SERP1	-1.00230125417325	2.31343421162111e-10
426	C14orf28	-1.37254217688739	2.33278129708895e-10
427	NA	-1.99345153553394	2.35561018181049e-10
428	HSPA4L	1.03535975731997	2.35561018181049e-10
429	CDC7	2.47256935730732	2.35561018181049e-10
430	H2AFJ	1.11668590691828	2.35561018181049e-10
431	AIFM2	-1.10737862210406	2.35672145205237e-10
432	NIN	1.28751548441046	2.36737047571725e-10
433	TMEM8A	1.12380909057644	2.41439020835772e-10
434	CYB561A3	1.01817335104744	2.41439020835772e-10
435	IGF2BP1	-1.40856511163486	2.41439020835772e-10
436	TMEM136	1.20398380097305	2.47317879066042e-10
437	CDC6	2.80030697092882	2.51311013821217e-10
438	TCEA3	-1.43036240588374	2.51311013821217e-10
439	SRR	1.30451597240188	2.51311013821217e-10
440	MMACHC	-1.23234224366949	2.5565863193434e-10
441	TIMM13	-0.95231498995503	2.60346437244287e-10
442	AP4S1	-1.34619435771733	2.65381799167252e-10
443	PGP	1.41954493909805	2.73259506767507e-10
444	CEP55	1.92892664612297	2.8198528775002e-10
445	NA	-1.50841924096557	2.8394858948038e-10
446	HNF4A	-1.19394749764936	2.86145120429099e-10
447	KCTD15	-1.47835159706652	2.874545855348e-10
448	NA	-0.98106875473406	2.88437120498684e-10
449	ASPSCR1	-1.26604187698325	2.88437120498684e-10
450	FDXR	1.11098449220457	2.90812560752248e-10
451	UBL7-AS1	1.30363595511243	2.94343374452018e-10
452	C6orf89	0.96487679256711	2.94343374452018e-10
453	SNORC	-1.22980912577454	2.95111589365579e-10
454	E2F1	1.80689999062429	2.95111589365579e-10
455	CEP152	1.64158335061468	3.0872212415444e-10
456	CEBPD	-1.26028865822194	3.09657240269516e-10
457	PIPOX	-1.21404956574235	3.13515202484166e-10
458	STC2	-1.36479149859527	3.13778104929559e-10
459	SLC2A13	1.20253149929811	3.19582763668352e-10
460	CHCHD7	1.03749151313336	3.20456876762381e-10
461	CLSPN	2.01579091608753	3.21860425605697e-10
462	FBXO31	-1.03282937503271	3.28803764477376e-10
463	SNN	0.97164907972828	3.29162031445402e-10
464	FANCI	2.73604302777001	3.30703060707659e-10
465	DNAJC12	-1.59471878221002	3.30703060707659e-10
466	RPS6KA1	1.05997605112824	3.30703060707659e-10
467	RBP1	2.07172653944725	3.31315410417579e-10
468	DNPEP	-0.860384389188799	3.57410461217883e-10
469	GSTM3	1.24698870732073	3.58797390243141e-10
470	DUSP9	-1.16090002688109	3.63517807598521e-10
471	SERPINE1	-2.17215005953791	3.64398101781321e-10
472	AGMAT	-0.87058378341734	3.65371609223604e-10
473	ALG14	-1.25357455752206	3.67755822691224e-10
474	ST3GAL6	-0.985914383979711	3.67755822691224e-10
475	DSC2	-1.48456968943742	3.70712866771223e-10
476	UROD	-1.0816950434958	3.77974858203881e-10
477	HNF4G	-1.62046052062643	3.83218671249724e-10
478	PPARG	-1.15696768161119	3.83218671249724e-10
479	RBMS2	0.889703578301344	3.89406329896193e-10
480	UTP25	-1.40723048974784	3.90498579402491e-10
481	CENPM	1.40896039819562	3.90498579402491e-10
482	VCL	1.02036902552899	3.95081417755949e-10
483	NA	2.50496407857953	3.95081417755949e-10
484	FUT8	1.16068020690628	3.95536721972088e-10
485	FRMD6	1.23511303973146	3.99703109523886e-10
486	PPP1R16A	-1.17896563180861	4.01349912205485e-10
487	IMPDH2	0.844110376727032	4.04127746314292e-10
488	CCDC14	1.31264306370864	4.14095870218654e-10
489	WDR4	-1.2681060396623	4.14095870218654e-10
490	NA	1.53002338561371	4.21899576071897e-10
491	RFC4	2.07861005353133	4.22947581574896e-10
492	SKA1	1.96150532010507	4.25687280655905e-10
493	LOC100507507	1.24660538392953	4.28986076139599e-10
494	C5	-1.47823654823253	4.38595243716413e-10
495	H2AFV	0.936055374033876	4.38925051759012e-10
496	NA	-2.38627094672691	4.3922378395989e-10
497	NA	-2.02707563393241	4.46777203108687e-10
498	E2F5	-1.81097494822437	4.47968112019238e-10
499	PPP2R2C	-1.66091327429286	4.47968112019238e-10
500	SESN3	2.07503087765548	4.48023597323274e-10
501	CYB5D1	-1.09224707901993	4.48750730548168e-10
502	FAM149B1	1.23253544351325	4.49021445765552e-10
503	MCRIP1	0.85924885899523	4.58041497020662e-10
504	TRNP1	0.986167366506022	4.58307955233211e-10
505	SRR	1.31650827717135	4.63560429298102e-10
506	CEP72	1.23207234050999	4.69817597208405e-10
507	F13B	-2.01594468471986	4.79248411816209e-10
508	SYNCRIP	-1.39337735986208	4.84613917820783e-10
509	RBMS1	-1.00386079774994	4.89913218977096e-10
510	F11	-2.14080630526575	4.90881239352781e-10
511	FKBP5	1.07959585521533	4.91496122009219e-10
512	LRRC23	1.27567406781132	4.91496122009219e-10
513	GNB5	0.91619119898573	4.91496122009219e-10
514	GAS2L1	1.0959800677915	4.98691626663249e-10
515	UBR7	1.42151312533901	4.98691626663249e-10
516	TP53	-1.4468673859634	4.99592617758031e-10
